Executing for 1 clock cycle(s)
Phase: init_state
Phase: hierarchy traversal — 79 module(s)
Phase: base_store — 79 module(s)
Phase: collecting SVA assertions
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.1s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.2s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 63.3s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 977.3s elapsed, stack_depth=3, top_level=2, yielded=15, merge_steps=25, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.9s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 43.6s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 64.9s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1044.8s elapsed, stack_depth=3, top_level=2, yielded=16, merge_steps=26, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 20.1s elapsed, stack_depth=4, top_level=3, yielded=11, merge_steps=18, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 41.4s elapsed, stack_depth=4, top_level=3, yielded=23, merge_steps=36, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 62.9s elapsed, stack_depth=4, top_level=3, yielded=35, merge_steps=53, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1112.0s elapsed, stack_depth=3, top_level=2, yielded=17, merge_steps=28, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.3s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.6s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 64.0s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1178.6s elapsed, stack_depth=3, top_level=2, yielded=18, merge_steps=29, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.5s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.7s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 64.3s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1245.5s elapsed, stack_depth=3, top_level=2, yielded=19, merge_steps=31, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.3s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.7s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 64.0s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1312.0s elapsed, stack_depth=3, top_level=2, yielded=20, merge_steps=32, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.3s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.7s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 62.9s elapsed, stack_depth=4, top_level=3, yielded=35, merge_steps=53, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1379.2s elapsed, stack_depth=3, top_level=2, yielded=21, merge_steps=35, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.2s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.6s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 63.8s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1445.5s elapsed, stack_depth=3, top_level=2, yielded=22, merge_steps=36, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.3s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.5s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 63.8s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1511.9s elapsed, stack_depth=3, top_level=2, yielded=23, merge_steps=38, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.5s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.7s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 63.7s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1578.1s elapsed, stack_depth=3, top_level=2, yielded=24, merge_steps=39, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.2s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 42.8s elapsed, stack_depth=4, top_level=3, yielded=24, merge_steps=37, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 64.3s elapsed, stack_depth=4, top_level=3, yielded=36, merge_steps=54, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1645.1s elapsed, stack_depth=3, top_level=2, yielded=25, merge_steps=41, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 21.6s elapsed, stack_depth=4, top_level=3, yielded=12, merge_steps=19, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 41.7s elapsed, stack_depth=4, top_level=3, yielded=23, merge_steps=36, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tpram_32x32_g0: 61.9s elapsed, stack_depth=4, top_level=3, yielded=34, merge_steps=52, pruned=0, cache_hits=0
    [intramodule-merge-heartbeat] or1200_tt_g0: 1713.1s elapsed, stack_depth=3, top_level=2, yielded=26, merge_steps=42, pruned=0, cache_hits=0

=== TIMEOUT: Execution time limit exceeded ===
  Elapsed time: 1800.3407s
  Paths explored (feasible): 940
  Branch points explored: 0
  Assertions checked: 0
  Solver time: 16.0581s
  Feasibility: Z3_checks=2606 (merge=1562 lazy_product=16 cross_module=1028), disjoint_skip_merge=0, disjoint_skip_cross=0, pruned_merge=0, pruned_lazy_product=0, pruned_cross_module=0
  Result: No violation found within time limit
=======================================
Phase: cross-module iteration interrupted (timeout) — paths_checked=940 branch_points=0 DFS(pulls/pruned/cache_hits)=1071/0/41
  AST scan (SlangSymbolVisitor): branch_points=0 paths=0

=== EXECUTION SUMMARY ===
  Elapsed time: 1801.7973s
  Paths explored (feasible): 940
  Branch points explored: 0
  Assertions found: 0
  Solver time: 16.0716s
  Feasibility: Z3_checks=2607 (merge=1562 lazy_product=16 cross_module=1029), disjoint_skip_merge=0, disjoint_skip_cross=0, pruned_merge=0, pruned_lazy_product=0, pruned_cross_module=0
  Result: Cross-module enumeration interrupted (timeout)
=========================
Top level design units:
    or1200_dc_fsm
    or1200_dc_ram
    or1200_dc_tag
    or1200_dpram_256x32
    or1200_dpram_32x32
    or1200_fpu_arith
    or1200_fpu_fcmp
    or1200_fpu_intfloat_conv
    or1200_iwb_biu
    or1200_rfram_generic
    or1200_sb_fifo
    or1200_spram_1024x32
    or1200_spram_1024x32_bw
    or1200_spram_1024x8
    or1200_spram_128x32
    or1200_spram_2048x32
    or1200_spram_2048x32_bw
    or1200_spram_2048x8
    or1200_spram_256x21
    or1200_spram_32_bw
    or1200_spram_32x24
    or1200_spram_512x20
    or1200_spram_64x14
    or1200_spram_64x22
    or1200_spram_64x24
    or1200_top
    or1200_tpram_32x32

Build succeeded: 0 errors, 0 warnings
